,ID,Username,Date,Retweet,Tweet,Hashtags,RT,SA,Float
0,1092703650332450816,antonsuranton,2019-02-05 08:37:06,,Milad ke Badan Kontak Majelis Taklim BKMT Deklarasikan Dukungan untuk Prabowo Sandi IndonesiaAdilMakmur,IndonesiaAdilMakmur ,0,Positif,0.9827272295951843
0,1092703389941587968,nasrinnasution,2019-02-05 08:36:04,,Hal kecil begini pun dihebohkan dipemerintahan yang akan datang gak ada lagi yang begini Aamiin doayangtertukar KamuDigajiSiapa KalbarMenangkanPrabowoSandi,doayangtertukar KamuDigajiSiapa KalbarMenangkanPrabowoSandi 2019PrabowoPresidenRI 2019GantiPresiden ,0,Positif,0.8816064596176147
0,1092703342814388224,Ellawaty16,2019-02-05 08:35:53,Kakek ini bercerita Kacang hasil panennya dibeli sangat murah padahal kl sdh di pasar se kgnya lumayan mahal ya Berhubung TDL naik terus hasil jualannya terkadang tidak cukup utk membayar listrik Si kakek berharap PrabowoSandi,,,5,Positif,0.8341044783592224
0,1092702860481945601,Adypratama_AP,2019-02-05 08:33:58,,Kasih taulah pak walikotanya jangan seenaknya kalau ngomong JatengGayeng,JatengGayeng 2019GantiPresiden ,0,Negatif,0.09815037995576859
0,1092702713710764033,swaranesia1,2019-02-05 08:33:23,,tunggu tanggal maennya termehek mehek ntar dia AllahuAkbar AllahuAkbar bisikan Alam memberi tanda KyaiMaemoenDoakanPrabowo Golongan Kami Bersiap dan Bergerak,KyaiMaemoenDoakanPrabowo 2019GantiPresiden ,0,Positif,0.9948981404304504
0,1092702656269672448,semangatt02,2019-02-05 08:33:09,Menurut sobat twips paslon mana yang didukung oleh KH Maimoen Zubair Setelah vote tolong di Retweet yah biar seru JokowiLagi RomiMakelarDoa,,,444,Positif,0.860170841217041
0,1092702355588505600,Adypratama_AP,2019-02-05 08:31:57,,Mau mastikan gimana sih mbak jadi anggota aja belum coba coba mastikan dan sekarangkan mulai kampanye caleg ya bisalah ya obral janji supaya publik percaya tapi tak semudah itu ckckckck HoaxPropagandaRusia,HoaxPropagandaRusia 2019GantiPresiden ,0,Positif,0.7654906511306763
0,1092702180438667265,selaluindo,2019-02-05 08:31:15,,Milad ke Badan Kontak Majelis Taklim BKMT Deklarasikan Dukungan untuk Prabowo Sandi,,0,Positif,0.9827272295951843
0,1092702174138650626,wan_barbarian,2019-02-05 08:31:14,Tiga Dokter Terancam Dipecat karena Pakai Ikat Kepala Warganet Asal Solo Rasa Korea Utara,,2019GantiPresiden ,35,Negatif,0.029301824048161507
0,1092702145139351554,toranaga3000,2019-02-05 08:31:07,Tiga Dokter Terancam Dipecat karena Pakai Ikat Kepala Warganet Asal Solo Rasa Korea Utara,,2019GantiPresiden ,4,Negatif,0.029301824048161507
0,1092702123098140674,bprayoga2009,2019-02-05 08:31:02,,Lha yo uwis Disidang wae beres to Mumpung Jkw ijik jadi Aku takon nyaopo kog ga dadi masalah,2019GantiPresiden 2019PrabowoPresiden 2019PrabowoSandi ,0,Negatif,0.018831491470336914
0,1092701923742892032,wahyusakha1,2019-02-05 08:30:14,,id Selamat datang di rezim dunia terbalik dan maling teriak maling dimana manusia berlomba utk menjadi boneka membunuh nalar demi sebuah pembenaran PrabowoSandiUntukIndonesia PrabowoSandiIndonesiaJaya,2019GantiPresiden 2019PrabowoSandi 2019PrabowoPresiden PrabowoSandiUntukIndonesia PrabowoSandiIndonesiaJaya ,0,Positif,0.7770231366157532
0,1092701777156362240,SilentH0512,2019-02-05 08:29:39,,Yg penting dilaporkan dulu aja Pas baru ntar diproses se terang terang nya Yar tau rasa dia,2019GANTIPRESIDEN ,0,Netral,0.6136641502380371
0,1092701711993466880,swaranesia1,2019-02-05 08:29:24,,surajaya hair KalbarMenangkanPrabowoSandi maju tak gentar bisik bisik berbisik,KalbarMenangkanPrabowoSandi 2019GantiPresiden ,0,Positif,0.9156361818313599
0,1092701625271996416,ECantq,2019-02-05 08:29:03,,Ngakak so hard dg tim ini dipikir rakyat itu dungu macam mereka apa semakin gak sabar untuk RakyatSudahMuak,2019GantiPresiden 2019PrabowoPresidenRI RakyatSudahMuak ,0,Positif,0.9820260405540466
0,1092701612185776129,SofwanEffendi,2019-02-05 08:29:00,Akhirnya UAS bicara Begitu keras nya UAS membantahnya kali ini Yang bayar gajimu siapa Allah yg bayar Jangan sombong jangan angkuh Hey junjunganmu itu bukan Tuhan,,,808,Positif,0.8679341673851013
0,1092701530199752704,Abimanyu_05,2019-02-05 08:28:40,Tiga Dokter Terancam Dipecat karena Pakai Ikat Kepala Warganet Asal Solo Rasa Korea Utara,,2019GantiPresiden ,35,Negatif,0.029301824048161507
0,1092701474662973440,JuniSiddik,2019-02-05 08:28:27,,Mari kembali ke laptop,2019GantiPresiden ,0,Positif,0.995581328868866
0,1092701449920729094,randyapriansy12,2019-02-05 08:28:21,Tagar ditunggangi HTI Iya Buktinya Mardani Ali Sera dari PKS dan Ismail Yusanto jubir HTI membawa dampak video yang mengungkap statement untuk ganti sistem negara ini pleasespread sebarkan pleaseshare CapresBunglon,,2019gantipresiden ,4,Netral,0.6409056782722473
0,1092701443142733826,bprayoga2009,2019-02-05 08:28:20,,Lah pak teddy tekdung kayak gini kog diladeni Beneran dia mah model iklan sedot wc Nyablak ngasal yg penting orang baca Merendahkan bapak sj,2019GantiPresiden 2019PrabowoPresiden 2019PrabowoSandi ,0,Negatif,0.056089241057634354
0,1092701371910938625,FadhilahSamihah,2019-02-05 08:28:03,Akhirnya UAS bicara Begitu keras nya UAS membantahnya kali ini Yang bayar gajimu siapa Allah yg bayar Jangan sombong jangan angkuh Hey junjunganmu itu bukan Tuhan,,,808,Positif,0.8679341673851013
0,1092701302117695489,RikiAla36393569,2019-02-05 08:27:46,,tiada tahu Kaprikornus pemimpin bingung KoalisiPrabohong,2019PrabowoSandi 2019PrabowoPresiden 2019GantiPresiden 17AprilCoblosNomor2 17AprilPrabowoPresiden 17AprilPrabowoSandi 2019PrabowoPresidenRI KoalisiPrabohong ,0,Positif,0.8368125557899475
0,1092701076472483840,feriakbar18,2019-02-05 08:26:52,Menurut sobat twips paslon mana yang didukung oleh KH Maimoen Zubair Setelah vote tolong di Retweet yah biar seru JokowiLagi RomiMakelarDoa,,,444,Positif,0.860170841217041
0,1092701036265926656,wina_eny,2019-02-05 08:26:43,,Mhd Bebrapa kali pemilihan umum sy sll milih PBB dr sma suka dengan pak YIM krn punya komitemn untuk islam tapi kali sudah tidak,2019GantiPresiden ,0,Negatif,0.042924609035253525
0,1092700887078719488,Syam_un_Ghazi,2019-02-05 08:26:07,,org Htn FOLBACK,2019GantiPresiden ,0,Positif,0.7787083983421326
0,1092700881689010181,Ujest7,2019-02-05 08:26:06,Akhirnya UAS bicara Begitu keras nya UAS membantahnya kali ini Yang bayar gajimu siapa Allah yg bayar Jangan sombong jangan angkuh Hey junjunganmu itu bukan Tuhan,,,808,Positif,0.8679341673851013
0,1092700752034885632,Eka_Sapriyani,2019-02-05 08:25:35,,SalamSuksesBerjamaah SalamSuksesBersama,SalamSuksesBerjamaah SalamSuksesBersama 2019GantiPresiden ,0,Positif,0.7787083983421326
0,1092700698058252288,tikomcleod,2019-02-05 08:25:22,Kita Kampanye Damai aja ya Gaess Jgn spt yg Onoh Brutal Kita Kampanye Gembira aja Menang kok Ya gak,,,28,Positif,0.8675447702407837
0,1092700559965069312,mepolindo,2019-02-05 08:24:49,,Jokowi Ahok Prabowo Politik Meme Memepolitik Indonesia Anies Sandi Jakarta kpop hijab ILC islam Najwa MataNajwa bali travel cantik caleg pilpres duaperiode pks gerindra pdip gosip gubernur,Jokowi Ahok Prabowo Politik Meme Memepolitik Indonesia Anies Sandi Jakarta kpop hijab ILC islam Najwa MataNajwa bali travel cantik caleg pilpres piplres2019 t3tapjokowi duaperiode 2019gantipresiden pks gerindra pdip gosip gubernur ,0,Positif,0.9866628050804138
0,1092700421636812800,Muhammadsammel,2019-02-05 08:24:16,Akhirnya UAS bicara Begitu keras nya UAS membantahnya kali ini Yang bayar gajimu siapa Allah yg bayar Jangan sombong jangan angkuh Hey junjunganmu itu bukan Tuhan,,,808,Positif,0.8679341673851013
0,1092700372727021570,Alvino68383501,2019-02-05 08:24:04,,org Htn SALFOLL,2019GantiPresiden ,0,Positif,0.7787083983421326
0,1092700262207082496,SantaPradana,2019-02-05 08:23:38,Pesan Perjuangan Calon Presiden RI H Prabowo Subianto kepada Emak Emak dan Relawan IndonesiaMenang,,2019PrabowoPresidenRI ,20,Negatif,0.0028211623430252075
0,1092700217621700608,bprayoga2009,2019-02-05 08:23:27,,Lha kuwi uwong pekok kabeh Jaman nyaopo ga dimasalahno Kawit ga onok maneh sing nuntasno Nyaopo Wedi nek Wiranto,2019GantiPresiden 2019PrabowoPresiden 2019PrabowoSandi ,0,Negatif,0.053099799901247025
0,1092700106292260864,neng_nau,2019-02-05 08:23:01,Mantul cik koh,,2019PRABOWOPRESIDEN 2019GANTIPRESIDEN 2019PrabowoSandi 2019PrabowoPresiden ,134,Positif,0.7787083983421326
0,1092700042291367941,JuwitaMalam13,2019-02-05 08:22:46,Sandiaga Uno Silaturahmi ke Ponpes Roudhatul Chulfadh Demak,,,1,Positif,0.9314160943031311
0,1092700037824405504,Themark38825398,2019-02-05 08:22:45,,Mhd,2019GANTIPRESIDEN ,0,Positif,0.7787083983421326
0,1092699969427976193,yuliaariani13,2019-02-05 08:22:28,KalbarMenangkanPrabowoSandi,,KalbarMenangkanPrabowoSandi 2019PrabowoPresidenRI 2019GantiPresiden 2019JihadKawalTPS 17AprilGantiPresiden ,2,Positif,0.7787083983421326
0,1092699628552646656,NanaSuryacandra,2019-02-05 08:21:07,Mari kita bergerak Bersama Warga NU utk memenangkan PrabowoSandi Liatlah Nasehat dan Petuah Gus Miftah TIDAK ADA KEWAJIBAN warga NU memilih KMA Inshaa Allah IndonesiaAdilMakmur PrabowoSandiUntukIndonesia,,PrabowoSandi ,350,Positif,0.9966490864753723
0,1092699499183562752,bprayoga2009,2019-02-05 08:20:36,,Rusli Jiaah Lha emang apa yg diperbuat junjungan mu,2019GantiPresiden 2019PrabowoPresiden 2019PrabowoSandi ,0,Positif,0.8400858044624329
0,1092699314512572416,gizka_10,2019-02-05 08:19:52,,islam Iyaa bahayaa sdh cukup periode aja Insya Allah KalbarMenangkanPrabowoSandi,2019GantiPresiden KalbarMenangkanPrabowoSandi ,0,Positif,0.9967632293701172
0,1092699278055596032,Mbahmirtohsyon1,2019-02-05 08:19:43,RI komen RI DKI anton La p RI BANTEN RI JABAR RI JATENG RI JATIM rosaa cheese Vay Dz Dz Sagita hari lagi rezim tumbang,,,1,Positif,0.7787083983421326
0,1092699227971497985,frans_surya,2019-02-05 08:19:31,,Pendukung Ahok nangisin Ahok korban juga kanBangke,kanBangke 2019GantiPresiden ,0,Positif,0.7466685175895691
0,1092699174989000706,Batman08040505,2019-02-05 08:19:19,Akhirnya UAS bicara Begitu keras nya UAS membantahnya kali ini Yang bayar gajimu siapa Allah yg bayar Jangan sombong jangan angkuh Hey junjunganmu itu bukan Tuhan,,,808,Positif,0.8679341673851013
0,1092699157792403456,skandalmedia,2019-02-05 08:19:15,,B Gaya KO RUF tip Nomer atu dari gerombolan CakJancuk D RakyatSudahMuak,CakJancuk RakyatSudahMuak 2019GantiPresiden ,0,Negatif,0.2484295666217804
0,1092699147067482112,kangHastosaja,2019-02-05 08:19:12,Apakah Propaganda Rusia termasuk HOAX Setelah vote tolong di Retweet yah biar seru JokowiLagi HoaxPropagandaRusia,,2019JokowiMarufAmin ,186,Positif,0.9577326774597168
0,1092699050179088385,gotte4,2019-02-05 08:18:49,Akhirnya UAS bicara Begitu keras nya UAS membantahnya kali ini Yang bayar gajimu siapa Allah yg bayar Jangan sombong jangan angkuh Hey junjunganmu itu bukan Tuhan,,,808,Positif,0.8679341673851013
0,1092699044806180865,Herman6917,2019-02-05 08:18:48,Kalimantan Barat PAS Anak kecil beli sarden April ganti Presiden Anak kecil bajunya biru April Presiden baru Anak kecil menanam PADI April Prabowo Sandi,,,25,Negatif,0.007093915715813637
0,1092698883665186817,Mbahmirtohsyon1,2019-02-05 08:18:09,Mobil akan keliling Pulau Jawa,,2019GantiPresiden 2019PrabowoPresidenRI ,33,Positif,0.9715369939804077
0,1092698861624164352,MuchidInsight,2019-02-05 08:18:04,,Tanamlah akal sehat sejak dini PrabowoSandiIndonesiaJaya PrabowoSandi,2019prabowopresiden 2019Gantipresiden PrabowoSandiIndonesiaJaya PrabowoSandi ,0,Positif,0.7787083983421326
0,1092698781856886784,pitutururip,2019-02-05 08:17:45,Kalimantan Barat PAS Anak kecil beli sarden April ganti Presiden Anak kecil bajunya biru April Presiden baru Anak kecil menanam PADI April Prabowo Sandi,,,25,Negatif,0.007093915715813637
0,1092698722708815872,asoneparani,2019-02-05 08:17:31,Izinkan sy brcerita di bwh soal akr rumput ini abng gojek kakek penjual buku amp mb pelayan warung Semoga mmbantu menepis keyakinan masy kcl ingin jkw priode No Kenyataannya di lap masy justru sgt realistis amp sdh muak dg kondisi hidup mereka saat ini,,,189,Negatif,0.25189176201820374
0,1092698711417749505,dadangabdullah9,2019-02-05 08:17:28,Akhirnya UAS bicara Begitu keras nya UAS membantahnya kali ini Yang bayar gajimu siapa Allah yg bayar Jangan sombong jangan angkuh Hey junjunganmu itu bukan Tuhan,,,808,Positif,0.8679341673851013
0,1092698642085892097,AbdullahKhareem,2019-02-05 08:17:12,Kalimantan Barat PAS Anak kecil beli sarden April ganti Presiden Anak kecil bajunya biru April Presiden baru Anak kecil menanam PADI April Prabowo Sandi,,,25,Negatif,0.007093915715813637
0,1092698546233438208,swaranesia1,2019-02-05 08:16:49,,org Htn tak ada jalan Laen AllahuAkbar AllahuAkbar,2019GantiPresiden ,0,Negatif,0.018336785957217216
0,1092698514281226240,AgusSal76971529,2019-02-05 08:16:41,,Tim Jokowi Yakin Bisa Kalahkan Emak Emak Pendukung Prabowo Sandiaga PrabowoSandiOK PrabowoSandiAja KPUwajibNetral,2019GantiPresiden PrabowoSandiOK PrabowoSandiAja KPUwajibNetral ,0,Netral,0.4733487069606781
0,1092698507364859904,suaraRakyt,2019-02-05 08:16:40,,Senantiasa bersama umat menang atau kalah Ust Bachtiar Nasir,2019GantiPresiden ,0,Positif,0.7787083983421326
0,1092698503329964032,tikomcleod,2019-02-05 08:16:39,Mantul cik koh,,2019PRABOWOPRESIDEN 2019GANTIPRESIDEN 2019PrabowoSandi 2019PrabowoPresiden ,134,Positif,0.7787083983421326
0,1092698467971981312,Partono_ADjem,2019-02-05 08:16:30,ADjem Jelek Provokator Fekook Jancuk tenan mmg,,2019GantiPresiden ,1,Positif,0.7787083983421326
0,1092698315286667264,isurganteng,2019-02-05 08:15:54,Izinkan sy brcerita di bwh soal akr rumput ini abng gojek kakek penjual buku amp mb pelayan warung Semoga mmbantu menepis keyakinan masy kcl ingin jkw priode No Kenyataannya di lap masy justru sgt realistis amp sdh muak dg kondisi hidup mereka saat ini,,,189,Negatif,0.25189176201820374
0,1092698236836409344,wahyusakha1,2019-02-05 08:15:35,,Selamat datang di rezim dunia terbalik dan maling teriak maling dimana manusia berlomba utk menjadi boneka membunuh nalar demi sebuah pembenaran PrabowoSandiUntukIndonesia,2019GantiPresiden 2019PrabowoSandi 2019PrabowoPresiden PrabowoSandiUntukIndonesia ,0,Positif,0.7770231366157532
0,1092698200157257728,MaxDy8,2019-02-05 08:15:26,Kalimantan Barat PAS Anak kecil beli sarden April ganti Presiden Anak kecil bajunya biru April Presiden baru Anak kecil menanam PADI April Prabowo Sandi,,,25,Negatif,0.007093915715813637
0,1092698187150675968,bayuasmor,2019-02-05 08:15:23,,Ayo pake data bang saya oposisi yg paling anti pake hoaks hoaks sampah memang pemerintahan kali ini gagal,2019gantipresiden ,0,Negatif,0.15645991265773773
0,1092698147837464582,FilosofiSumanto,2019-02-05 08:15:14,Izinkan sy brcerita di bwh soal akr rumput ini abng gojek kakek penjual buku amp mb pelayan warung Semoga mmbantu menepis keyakinan masy kcl ingin jkw priode No Kenyataannya di lap masy justru sgt realistis amp sdh muak dg kondisi hidup mereka saat ini,,,189,Negatif,0.25189176201820374
0,1092698090530717697,AdamMuh70143482,2019-02-05 08:15:00,ASsalamualaikum Follow berjamaah Caranya Follow org amp RT Tulis TAGAR di kolom komentar komen follback Yg RT LIKE dan koment SalingFollow Cek siapa yg komen SALFOL berlaku jam Saatnya MEROKET sbnrnya,,2019GantiPresiden ,4,Negatif,0.002523232251405716
0,1092697978463109120,fadlirinsa,2019-02-05 08:14:34,Pesan Perjuangan Calon Presiden RI H Prabowo Subianto kepada Emak Emak dan Relawan IndonesiaMenang,,2019PrabowoPresidenRI ,20,Negatif,0.0028211623430252075
0,1092697969218867200,Selviyana81,2019-02-05 08:14:31,,Justru yg sering mengeluarkan hoax itu ya Bapak sendiri kok malah nuduh orang lain sampek ke tetangga sebelah pula ItuNamanyaJancuk HoaxPropagandaRusia,ItuNamanyaJancuk HoaxPropagandaRusia 2019GantiPresiden ,0,Positif,0.8242689967155457
0,1092697906732122113,bocahbarru,2019-02-05 08:14:16,Izinkan sy brcerita di bwh soal akr rumput ini abng gojek kakek penjual buku amp mb pelayan warung Semoga mmbantu menepis keyakinan masy kcl ingin jkw priode No Kenyataannya di lap masy justru sgt realistis amp sdh muak dg kondisi hidup mereka saat ini,,,189,Negatif,0.25189176201820374
0,1092697816814694400,deckvince,2019-02-05 08:13:55,Izinkan sy brcerita di bwh soal akr rumput ini abng gojek kakek penjual buku amp mb pelayan warung Semoga mmbantu menepis keyakinan masy kcl ingin jkw priode No Kenyataannya di lap masy justru sgt realistis amp sdh muak dg kondisi hidup mereka saat ini,,,189,Negatif,0.25189176201820374
0,1092697660144971778,Kabar_RGP,2019-02-05 08:13:18,,Istri Sandiaga Kita Doa Bersama Kalau Bisa Kita Penuhi Masjid,,0,Positif,0.9480960965156555
0,1092697657427091456,Kabar_RGP,2019-02-05 08:13:17,,Bidik Kaum Milenial Sandiaga Uno Luncurkan Merek Merchandise Thesandiuno,,0,Positif,0.7787083983421326
0,1092697655317278727,Kabar_RGP,2019-02-05 08:13:17,,Bawaslu Putuskan Pidato Kebangsaan Prabowo Tak Langgar Kampanye,,0,Negatif,0.007739594671875238
0,1092697653203357696,Kabar_RGP,2019-02-05 08:13:16,,Imlek Sandiaga Bakal Temui Sahabat Tionghoa di Solo,,0,Positif,0.8291372060775757
0,1092697629673193472,AydinMoenaf,2019-02-05 08:13:10,Akhirnya UAS bicara Begitu keras nya UAS membantahnya kali ini Yang bayar gajimu siapa Allah yg bayar Jangan sombong jangan angkuh Hey junjunganmu itu bukan Tuhan,,,808,Positif,0.8679341673851013
0,1092697586526375936,2019harapanbaru,2019-02-05 08:13:00,Mantul cik koh,,2019PRABOWOPRESIDEN 2019GANTIPRESIDEN 2019PrabowoSandi 2019PrabowoPresiden ,134,Positif,0.7787083983421326
0,1092697528603033600,agusrudi_Htn,2019-02-05 08:12:46,,org salingfollow,2019GantiPresiden salingfollow ,0,Positif,0.7787083983421326
0,1092697512605929472,ArdionoBarkah,2019-02-05 08:12:43,Kode Keras dari Habib Bahar Smith Salam Akal Sehat,,2019GantiPresiden 2019PrabowoPresidenRI ,148,Negatif,0.23900867998600006
0,1092697469220208641,PrimaVardhana,2019-02-05 08:12:32,,Alumni Unair dan ITS pastikan dukung Prabowo Sandi Sip sip sip Lalu yang dukung sebelah dengan bendera Almuni Unair dan It s itu sopoo UkhuwahIslamiyah,UkhuwahIslamiyah 2019GantiPresiden 2019PrabowoSandi ,0,Positif,0.9878782629966736
0,1092697465336287232,FaisalZaini0411,2019-02-05 08:12:31,Tiga Dokter Terancam Dipecat karena Pakai Ikat Kepala Warganet Asal Solo Rasa Korea Utara,,2019GantiPresiden ,16,Negatif,0.029301824048161507
0,1092697391554211840,yramadhanilee,2019-02-05 08:12:14,,Kami tetap ingin ganti presiden semua itu hoax,2019gantipresiden ,0,Positif,0.9894160628318787
0,1092697377629032448,idaharjuno90,2019-02-05 08:12:10,Akhirnya UAS bicara Begitu keras nya UAS membantahnya kali ini Yang bayar gajimu siapa Allah yg bayar Jangan sombong jangan angkuh Hey junjunganmu itu bukan Tuhan,,,808,Positif,0.8679341673851013
0,1092697355680329728,agusrudi_Htn,2019-02-05 08:12:05,ASsalamualaikum Follow berjamaah Caranya Follow org amp RT Tulis TAGAR di kolom komentar komen follback Yg RT LIKE dan koment SalingFollow Cek siapa yg komen SALFOL berlaku jam Saatnya MEROKET sbnrnya,,2019GantiPresiden ,4,Negatif,0.002523232251405716
0,1092697171592278017,champbrb,2019-02-05 08:11:21,,,2019GantiPresiden ,0,Positif,0.7787083983421326
0,1092697160171180032,purwoto_sugeng,2019-02-05 08:11:18,Akhirnya UAS bicara Begitu keras nya UAS membantahnya kali ini Yang bayar gajimu siapa Allah yg bayar Jangan sombong jangan angkuh Hey junjunganmu itu bukan Tuhan,,,808,Positif,0.8679341673851013
0,1092697152248139776,Rangkoto15,2019-02-05 08:11:17,Izinkan sy brcerita di bwh soal akr rumput ini abng gojek kakek penjual buku amp mb pelayan warung Semoga mmbantu menepis keyakinan masy kcl ingin jkw priode No Kenyataannya di lap masy justru sgt realistis amp sdh muak dg kondisi hidup mereka saat ini,,,189,Negatif,0.25189176201820374
0,1092697059113656320,jibotu,2019-02-05 08:10:54,,org Done pls follback,2019GantiPresiden ,0,Positif,0.7787083983421326
0,1092696843950026758,kustiana_best,2019-02-05 08:10:03,Resmi GNPF Ulama dukung kemenangan PKS di Pileg AyoLebihBaik,,AyoLebihBaik 2019PilihPKS 2019GantiPresiden 2019PrabowoPresidenRI ,22,Negatif,0.03294827789068222
0,1092696694708260864,azzam_a1,2019-02-05 08:09:27,,ID Official Cuma PKS yang bro,2019GantiPresiden 2019PilihPKS ,0,Positif,0.7097975611686707
0,1092696645089652737,Bashudewa22,2019-02-05 08:09:16,Akhirnya UAS bicara Begitu keras nya UAS membantahnya kali ini Yang bayar gajimu siapa Allah yg bayar Jangan sombong jangan angkuh Hey junjunganmu itu bukan Tuhan,,,808,Positif,0.8679341673851013
0,1092696598595854339,Adypratama_AP,2019-02-05 08:09:05,,Mantap pak menuju Jateng yang bersih dari polusi JatengGayeng,JatengGayeng 2019GantiPresiden ,0,Negatif,0.001585042686201632
0,1092696458371846144,gendhuk_peppy,2019-02-05 08:08:31,,Krn kinerjanya tdk ad yg bisa dibanggakan yaa begini Smg Allah meridhoi PrabowoSandiIndonesiaJaya AdilMakmur,2019GantiPresiden PrabowoSandiIndonesiaJaya AdilMakmur ,0,Positif,0.9417495727539062
0,1092696346614611968,HasrulHasrul4,2019-02-05 08:08:05,Kalimantan Barat PAS Anak kecil beli sarden April ganti Presiden Anak kecil bajunya biru April Presiden baru Anak kecil menanam PADI April Prabowo Sandi,,,25,Negatif,0.007093915715813637
0,1092696251361968130,bustomble,2019-02-05 08:07:42,,Eling eling eling Segera,2019GantiPresiden ,0,Positif,0.7787083983421326
0,1092696036307480577,Adypratama_AP,2019-02-05 08:06:51,,Wah semoga pak ganjar bisa membangkitkan dan membangun industri otomotif masa depan khususnya di Jateng agar suasana lingkungan di Jateng semakin asri semangat pak JatengGayeng,JatengGayeng 2019GantiPresiden ,0,Negatif,0.00595437316223979
0,1092695961699213312,edysumar,2019-02-05 08:06:33,Izinkan sy brcerita di bwh soal akr rumput ini abng gojek kakek penjual buku amp mb pelayan warung Semoga mmbantu menepis keyakinan masy kcl ingin jkw priode No Kenyataannya di lap masy justru sgt realistis amp sdh muak dg kondisi hidup mereka saat ini,,,189,Negatif,0.25189176201820374
0,1092695875401338880,bredal_edy,2019-02-05 08:06:12,Kalimantan Barat PAS Anak kecil beli sarden April ganti Presiden Anak kecil bajunya biru April Presiden baru Anak kecil menanam PADI April Prabowo Sandi,,,25,Negatif,0.007093915715813637
0,1092695724611915777,aniek_rizka,2019-02-05 08:05:36,,,2019GantiPresiden ,0,Positif,0.7787083983421326
0,1092695585365184512,imron_berly,2019-02-05 08:05:03,,Tanda tanda nyungsep sdh dekat,2019GantiPresiden ,0,Netral,0.4765041768550873
0,1092695542105165824,LebahBorneo,2019-02-05 08:04:53,,BAWOR DukungRosa,DukungRosa 17AprilCoblosPrabowoSandi 2019GantiPresiden ,0,Positif,0.7787083983421326
0,1092695525042794498,ngaciro,2019-02-05 08:04:49,Kalimantan Barat PAS Anak kecil beli sarden April ganti Presiden Anak kecil bajunya biru April Presiden baru Anak kecil menanam PADI April Prabowo Sandi,,,25,Negatif,0.007093915715813637
0,1092695497695875073,Ngadiono_cla10,2019-02-05 08:04:42,Tiga Dokter Terancam Dipecat karena Pakai Ikat Kepala Warganet Asal Solo Rasa Korea Utara,,2019GantiPresiden ,16,Negatif,0.029301824048161507
0,1092695410437545984,rendroko,2019-02-05 08:04:21,Kalimantan Barat PAS Anak kecil beli sarden April ganti Presiden Anak kecil bajunya biru April Presiden baru Anak kecil menanam PADI April Prabowo Sandi,,,25,Negatif,0.007093915715813637
0,1092695336445829121,Gobang38565024,2019-02-05 08:04:04,Kalimantan Barat PAS Anak kecil beli sarden April ganti Presiden Anak kecil bajunya biru April Presiden baru Anak kecil menanam PADI April Prabowo Sandi,,,25,Negatif,0.007093915715813637
0,1092695331119087617,mazjacksr,2019-02-05 08:04:02,Pesan Perjuangan Calon Presiden RI H Prabowo Subianto kepada Emak Emak dan Relawan IndonesiaMenang,,2019PrabowoPresidenRI ,20,Negatif,0.0028211623430252075
0,1092695256129200128,reformasimental,2019-02-05 08:03:45,ASsalamualaikum Follow berjamaah Caranya Follow org amp RT Tulis TAGAR di kolom komentar komen follback Yg RT LIKE dan koment SalingFollow Cek siapa yg komen SALFOL berlaku jam Saatnya MEROKET sbnrnya,,2019GantiPresiden ,4,Negatif,0.002523232251405716
0,1092695064747352064,antonsuranton,2019-02-05 08:02:59,,Istri Sandiaga Kita Doa Bersama Kalau Bisa Kita Penuhi Masjid IndonesiaAdilMakmur,IndonesiaAdilMakmur ,0,Positif,0.9480960965156555
0,1092695003032416256,Kerja4As,2019-02-05 08:02:44,,Istri Sandiaga Kita Doa Bersama Kalau Bisa Kita Penuhi Masjid,2019GantiPresiden ,0,Positif,0.9480960965156555
0,1092694929891983360,makruf_23,2019-02-05 08:02:27,Tiga Dokter Terancam Dipecat karena Pakai Ikat Kepala Warganet Asal Solo Rasa Korea Utara,,2019GantiPresiden ,16,Negatif,0.029301824048161507
0,1092694879791022080,zein_elnino,2019-02-05 08:02:15,ASsalamualaikum Follow berjamaah Caranya Follow org amp RT Tulis TAGAR di kolom komentar komen follback Yg RT LIKE dan koment SalingFollow Cek siapa yg komen SALFOL berlaku jam Saatnya MEROKET sbnrnya,,2019GantiPresiden ,4,Negatif,0.002523232251405716
0,1092694823327490048,selaluindo,2019-02-05 08:02:01,,Istri Sandiaga Kita Doa Bersama Kalau Bisa Kita Penuhi Masjid,,0,Positif,0.9480960965156555
0,1092694786945896450,BungRahmat_0099,2019-02-05 08:01:53,,Haean Hoax kangenndidemo Hoax janji gak ngutang Hoax gak pernah minum kopi Hoax Pertamina akan kalahkan Petronas DLL,2019GantiPresiden ,0,Negatif,0.3689029812812805
0,1092694774253944832,Soewono9,2019-02-05 08:01:50,Internal Alhamdulillah vs SW Selisih geb Jika kita naik maka mereka turun SW masih belum bergerak di angka Insya Allah pekan ini Cross Berdoa amp Berusaha,,Internal ,2340,Positif,0.9719952940940857
0,1092694738061410309,PrimaVardhana,2019-02-05 08:01:41,,Saat kaum muslim terpelajar sudah Acungkan Dua Jari lalu yang ndek sana yang bagaimana duluur UkhuwahIslamiyah,UkhuwahIslamiyah 2019GantiPresiden 2019PrabowoSandi 2019PrabowoPresiden 2019SaatnyaMuslimCerdas ,0,Positif,0.8748770356178284
