,ID,Username,Date,Retweet,Tweet,Hashtags,RT,SA,Float
0,1092694530267074561,Partycipantz,2019-02-05 08:00:51,Kalimantan Barat PAS Anak kecil beli sarden April ganti Presiden Anak kecil bajunya biru April Presiden baru Anak kecil menanam PADI April Prabowo Sandi,,,25,Negatif,0.007093915715813637
0,1092694500164612096,Adypratama_AP,2019-02-05 08:00:44,,Mantap pak semoga yang lain bisa diperbaiki sesegera mungkin ya pak karena itu menyangkut keselamatan berkendara JatengGayeng,JatengGayeng 2019GantiPresiden ,0,Negatif,0.008276966400444508
0,1092694444401352704,DrAnsori,2019-02-05 08:00:31,,YangGajiKamuSiapa Kayaknya ini pengalihan perhatian soalnya masyarakat tidak bodoh menilai rezim ini YangGajiKamuSiapa SaveAktivisBelaIslam JanganPakaiTOL,YangGajiKamuSiapa YangGajiKamuSiapa SaveAktivisBelaIslam JanganPakaiTOL 2019GantiPresiden ,0,Negatif,0.0013797986321151257
0,1092694340843917312,MahdiShutar,2019-02-05 08:00:06,Izinkan sy brcerita di bwh soal akr rumput ini abng gojek kakek penjual buku amp mb pelayan warung Semoga mmbantu menepis keyakinan masy kcl ingin jkw priode No Kenyataannya di lap masy justru sgt realistis amp sdh muak dg kondisi hidup mereka saat ini,,,189,Negatif,0.25189176201820374
0,1092694167455621120,iSantri_org,2019-02-05 07:59:25,,ASsalamualaikum Follow berjamaah Caranya Follow org amp RT Tulis TAGAR di kolom komentar komen follback Yg RT LIKE dan koment SalingFollow Cek siapa yg komen SALFOL berlaku jam Saatnya MEROKET sbnrnya,2019GantiPresiden 2019GantiPresiden SalingFollow ,4,Negatif,0.015064709819853306
0,1092694163462602752,MohamadCendikia,2019-02-05 07:59:24,,,2019GantiPresiden ,0,Positif,0.7787083983421326
0,1092694097339531264,PrimaVardhana,2019-02-05 07:59:08,,Ini nasehat yang baik seorang muslimah Mohon diikuti April coblos nomor yoo UkhuwahIslamiyah,UkhuwahIslamiyah 2019GantiPresiden 2019PrabowoSandi 2019PrabowoPresiden 2019SaatnyaMuslimCerdas ,0,Positif,0.8313829302787781
0,1092693879143292928,sean_husen,2019-02-05 07:58:16,,folback,2019GantiPresiden ,0,Positif,0.7787083983421326
0,1092693871438393345,PemburuCebi,2019-02-05 07:58:14,Tiga dokter terancam dipecat karena pakai ikat kepala akibat kejadian itu dia telah dipanggil Bawaslu Sintang pada tanggal Januari KriminalisasiADPBuktiOtoriter StopKriminalisasiOposisi,,2019GantiPresiden ,1,Negatif,0.10095896571874619
0,1092693791968976896,rojasazky,2019-02-05 07:57:55,Izinkan sy brcerita di bwh soal akr rumput ini abng gojek kakek penjual buku amp mb pelayan warung Semoga mmbantu menepis keyakinan masy kcl ingin jkw priode No Kenyataannya di lap masy justru sgt realistis amp sdh muak dg kondisi hidup mereka saat ini,,,189,Negatif,0.25189176201820374
0,1092693706291826690,Asyifa240515,2019-02-05 07:57:35,,Ayo bergarak periksadpt KyaiMaimoenDoakanPrabowo,periksadpt KyaiMaimoenDoakanPrabowo 2019GantiPresiden ,0,Positif,0.965268075466156
0,1092693679184044033,abu_syfa,2019-02-05 07:57:29,Tiga Dokter Terancam Dipecat karena Pakai Ikat Kepala Warganet Asal Solo Rasa Korea Utara,,2019GantiPresiden ,16,Negatif,0.029301824048161507
0,1092693520740020224,abd_kodir,2019-02-05 07:56:51,Tiga Dokter Terancam Dipecat karena Pakai Ikat Kepala Warganet Asal Solo Rasa Korea Utara,,2019GantiPresiden ,35,Negatif,0.029301824048161507
0,1092693451122995201,Yuyun04503860,2019-02-05 07:56:34,,Pinjami itu membantu Jangan Riba Setuju saya kalau membantu Rakyat,susi2periode 2019GantiPresiden ,0,Positif,0.9563105702400208
0,1092693279211085825,bustomble,2019-02-05 07:55:53,,Boa edan,2019GantiPresiden ,0,Positif,0.7787083983421326
0,1092692884648644610,Febrian2Sinta,2019-02-05 07:54:19,Prabowo bilang ia tidak menopang khilafah namun nyatanya Ia mengerti tagar merupakan tagar yang ditunggangi HTI bagikan viralkan sebarkan CapresBunglon,,2019gantipresiden ,6,Negatif,0.0012105146888643503
0,1092692851337523200,Faira20521569,2019-02-05 07:54:11,Apakah Propaganda Rusia termasuk HOAX Setelah vote tolong di Retweet yah biar seru JokowiLagi HoaxPropagandaRusia,,2019JokowiMarufAmin ,186,Positif,0.9577326774597168
0,1092692728809381889,AzfarCinaya,2019-02-05 07:53:42,,Idn Biarkan saja mereka bersuara Kita dengarkan aja kebodohan mereka,2019GantiPresiden ,0,Positif,0.9891923069953918
0,1092692468204597248,nando_20,2019-02-05 07:52:40,Tiga Dokter Terancam Dipecat karena Pakai Ikat Kepala Warganet Asal Solo Rasa Korea Utara,,2019GantiPresiden ,35,Negatif,0.029301824048161507
0,1092692441998577664,monotuhguee7,2019-02-05 07:52:34,Pesan Perjuangan Calon Presiden RI H Prabowo Subianto kepada Emak Emak dan Relawan IndonesiaMenang,,2019PrabowoPresidenRI ,20,Negatif,0.0028211623430252075
0,1092692353331093504,MjWenur,2019-02-05 07:52:12,Kalimantan Barat PAS Anak kecil beli sarden April ganti Presiden Anak kecil bajunya biru April Presiden baru Anak kecil menanam PADI April Prabowo Sandi,,,25,Negatif,0.007093915715813637
0,1092691810600640512,87_Jul4y,2019-02-05 07:50:03,Tiga Dokter Terancam Dipecat karena Pakai Ikat Kepala Warganet Asal Solo Rasa Korea Utara,,2019GantiPresiden ,16,Negatif,0.029301824048161507
0,1092691642014814208,Nurasyor,2019-02-05 07:49:23,Kalimantan Barat PAS Anak kecil beli sarden April ganti Presiden Anak kecil bajunya biru April Presiden baru Anak kecil menanam PADI April Prabowo Sandi,,,25,Negatif,0.007093915715813637
0,1092691399667929089,pt_anisha,2019-02-05 07:48:25,Tagar ditunggangi HTI Iya Buktinya Mardani Ali Sera dari PKS dan Ismail Yusanto jubir HTI membawa dampak video yang mengungkap statement untuk ganti sistem negara ini pleasespread sebarkan pleaseshare CapresBunglon,,2019gantipresiden ,4,Netral,0.6409056782722473
