,IDJsonT,Username,Date,Tweet,Hashtags,RT,SA,Float
0,1138706392385089536,surgarakyat,2019-06-12 07:15:34,Kali Ini Prabowo Tidak Salah Memilih Tiga Ketupat Lebaran Anies Baswedan,,0,Negatif,0.004252654034644365
0,1138706391072272384,surgarakyat,2019-06-12 07:15:34,Menguatnya Gerakan TarikDanaHaji karena Public Distrust terhadap Pemerintah,tarikdanahaji ,0,Negatif,0.08172661066055298
0,1138700738849382405,Doyouf,2019-06-12 06:53:06,Kedudukan dan Fadhilah Puasa Syawal,,0,Positif,0.9789738059043884
0,1138699343605538818,sandhisandoro,2019-06-12 06:47:34,Innalillahi Purn George Toisutta Meninggal Dunia,,0,Positif,0.7787084579467773
0,1138697419917414400,MftSdq,2019-06-12 06:39:55,Utk membuktikan apakah KMA msh menjabat di BUMN atau tdk jadikan beliau sbg saksi Insha Allah beliau tdk akan bersaksi palsu prabowo sandiagauno indonesiaadilmakmur MKJurdilIndonesiaAdilMakmur MKAdil IndonesiaMenang gerindra pks,prabowo sandiagauno indonesiaadilmakmur mkjurdilindonesiaadilmakmur mkadil_indonesiamenang mkdiskualifikasi01 2019gantipresiden gerindra pks ,3,Positif,0.985285222530365
0,1138683943555702786,suaraRakyt,2019-06-12 05:46:22,,2019gantipresiden ,2,Positif,0.7787084579467773
0,1138674092582744064,CalonPilih,2019-06-12 05:07:13,WAKTU YANG AKAN MENJELASKAN DENGAN BAIK KETULUSAN SESEORANG NIAT BAIK DAN TUJUAN TUJUANNYA JIKA SEJATINYA MEMANG BAIK MAKA SEIRING WAKTU BERJALAN AKAN TERLIHAT SEMAKIN TERANG SEBALIKNYA JIKA HANYA TOPENG MAKA SEIRING WAKTU BERLALU PASTI AKAN TERBUKA JUGA,2019gantipresiden ,2,Positif,0.9920937418937683
0,1138669490890190848,miraldo5050,2019-06-12 04:48:56,bikin tagar dari INAelectionobserverSOS AutopsijenazahpetugasKPPS Satupun Gak Ada Yang Perduli Tai Kerbau jadi spam,,0,Negatif,0.002585445065051317
0,1138669318475042816,Doyouf,2019-06-12 04:48:15,Innalillahi Purn George Toisutta Meninggal Dunia,,0,Positif,0.7787084579467773
0,1138661820976238592,Doyouf,2019-06-12 04:18:28,DIANTARA DUA GAJAH,,0,Positif,0.7787084579467773
0,1138661819097255936,Doyouf,2019-06-12 04:18:27,Datangkan Guru dan Dokter Asing Pemerintah RI Tak Siap Globalisasi,,0,Netral,0.42931845784187317
0,1138661557582217220,IsmailH59599410,2019-06-12 04:17:25,Dengan bukti saja mereka sudah goyah apa lagi di tunjukan bukti lain InsyaAllah,2019gantipresiden ,2,Positif,0.9778429865837097
0,1138661337519706112,suaraRakyt,2019-06-12 04:16:32,Keinginan rakyat tidak bisa di tutupin dengan kebohongan,2019gantipresiden ,0,Positif,0.8143004179000854
0,1138661064353177600,NunSewu,2019-06-12 04:15:27,DIANTARA DUA GAJAH,,0,Positif,0.7787084579467773
0,1138661062599991297,NunSewu,2019-06-12 04:15:27,Datangkan Guru dan Dokter Asing Pemerintah RI Tak Siap Globalisasi,,0,Netral,0.42931845784187317
0,1138660465574158336,SintaLaurah,2019-06-12 04:13:04,Said Didu Maruf Amin Tetap Pejabat BUMN Meski BSM Dan BNI Syariah Berstatus Anak Perusahaan,,0,Positif,0.9918918609619141
0,1138655432363266049,aron_ashasb,2019-06-12 03:53:04,Said Didu Maruf Amin Tetap Pejabat BUMN Meski BSM Dan BNI Syariah Berstatus Anak Perusahaan,,0,Positif,0.9918918609619141
0,1138654180263047169,NunSewu,2019-06-12 03:48:06,Kegiatan Dajjal Selama Nunggu Kiamat Jefri Nichol Bikin Channel YouTube,,0,Positif,0.7787084579467773
0,1138654177863901184,NunSewu,2019-06-12 03:48:05,Tragedi Mei KontraS Polri tidak menjawab pertanyaan publik,,0,Negatif,0.07997056096792221
0,1138654176173576192,NunSewu,2019-06-12 03:48:05,SALAH KAPRAH Melihat Perang Huawei vs USA,,0,Positif,0.7787084579467773
0,1138654174147678209,NunSewu,2019-06-12 03:48:04,Mengaku Muslim Tapi Mendengar Kata Syariah Badan Langsung Gatal gatal,,0,Negatif,0.07935494929552078
0,1138654173367603201,Doyouf,2019-06-12 03:48:04,Kegiatan Dajjal Selama Nunggu Kiamat Jefri Nichol Bikin Channel YouTube,,0,Positif,0.7787084579467773
0,1138654171454947328,Doyouf,2019-06-12 03:48:04,Tragedi Mei KontraS Polri tidak menjawab pertanyaan publik,,0,Negatif,0.07997056096792221
0,1138654170003755010,Doyouf,2019-06-12 03:48:03,SALAH KAPRAH Melihat Perang Huawei vs USA,,0,Positif,0.7787084579467773
0,1138654167889776640,Doyouf,2019-06-12 03:48:03,Mengaku Muslim Tapi Mendengar Kata Syariah Badan Langsung Gatal gatal,,0,Negatif,0.07935494929552078
0,1138646655736143872,Doyouf,2019-06-12 03:18:12,Kali Ini Prabowo Tidak Salah Memilih Tiga Ketupat Lebaran Anies Baswedan,,0,Negatif,0.004252654034644365
0,1138646654410772480,Doyouf,2019-06-12 03:18:12,Menguatnya Gerakan TarikDanaHaji karena Public Distrust terhadap Pemerintah,tarikdanahaji ,0,Negatif,0.08172661066055298
0,1138646653156675589,Doyouf,2019-06-12 03:18:11,Sjamsul Nursalim Jadi Tersangka KPK Diminta Tidak Berhenti Usut Tuntas BLBI,,0,Negatif,0.037113841623067856
0,1138646651709644803,Doyouf,2019-06-12 03:18:11,Dilema Prabowo dan Jokowi,,0,Positif,0.9789738059043884
0,1138646650400980992,Doyouf,2019-06-12 03:18:11,Negara dengan Cadangan Devisa Emas Terbanyak di Dunia Nomor Berapa Indonesia,,0,Positif,0.9908962845802307
0,1138646648228372481,Doyouf,2019-06-12 03:18:10,Said Didu Maruf Amin Tetap Pejabat BUMN Meski BSM Dan BNI Syariah Berstatus Anak Perusahaan,,0,Positif,0.9918918609619141
