,IDrts,IDR,Username,Date,Retweet,Hashtags,RT,SA,Float
0,1092763775621427200,1092827422976663552,rizal_shmm62,2019-02-05 16:48:56,RT Teddy teddy ngemeng doank lu bacot lu aja yg gede Ga pada pinter lu yaak kan sekaran,,2,Positif,0.9311127662658691
0,1092822565486129152,1092827305850822656,edidoank79,2019-02-05 16:48:28,RT Ya pastinya cara cara yg halal karna akan membawa keberkahan dari Allah SWT bukan seperti koalisi jokoruf yg me,,3,Positif,0.9877784848213196
0,1092446541363769344,1092827123348209664,Ditha47098687,2019-02-05 16:47:44,RT Izinkan sy brcerita di bwh soal akr rumput ini abng gojek kakek penjual buku amp mb pelayan warung Semoga mmbantu menep,,265,Negatif,0.25189176201820374
0,1092446541363769344,1092826873078284288,imonk_deep,2019-02-05 16:46:44,RT Izinkan sy brcerita di bwh soal akr rumput ini abng gojek kakek penjual buku amp mb pelayan warung Semoga mmbantu menep,,265,Negatif,0.25189176201820374
0,1092446541363769344,1092826811073933312,IsnanZulfida,2019-02-05 16:46:30,RT Izinkan sy brcerita di bwh soal akr rumput ini abng gojek kakek penjual buku amp mb pelayan warung Semoga mmbantu menep,,265,Negatif,0.25189176201820374
0,1028143429333614592,1092826494450061312,Deden77927519,2019-02-05 16:45:14,RT Mendukung PAS dalam suka maupun duka Bismillaahirtoohmaanirrohiim Saya optimistic PAS menang karena ada DEWA GAHAR,,341,Negatif,0.005858502816408873
0,1092677782125989888,1092826211867377665,pointer_ID,2019-02-05 16:44:07,RT Tiga Dokter Terancam Dipecat karena Pakai Ikat Kepala Warganet Asal Solo Rasa Korea Utara,2019GantiPresiden ,95,Negatif,0.029301824048161507
0,1092733993869398016,1092825748023332864,puyeng_banget,2019-02-05 16:42:16,RT Yang Penting Bagi Kami Ingin Terjadinya Perubahan Rezim Yang Lebih Baik Dari Yang Saat,,6,Positif,0.984587550163269
0,1092822565486129152,1092825678179749889,Mosyari2,2019-02-05 16:42:00,RT Ya pastinya cara cara yg halal karna akan membawa keberkahan dari Allah SWT bukan seperti koalisi jokoruf yg me,,3,Positif,0.9877784848213196
0,1092824427601965057,1092825494850961409,Mosyari2,2019-02-05 16:41:16,RT Kena hantam sama RG telah banget DIPERMALUKAN yang ga ada isinya jangan diundang,,3,Positif,0.9023820161819458
0,1092446541363769344,1092825297714438145,AntoSunarto5,2019-02-05 16:40:29,RT Izinkan sy brcerita di bwh soal akr rumput ini abng gojek kakek penjual buku amp mb pelayan warung Semoga mmbantu menep,,265,Negatif,0.25189176201820374
0,1092733993869398016,1092825292865921024,romi_warsito,2019-02-05 16:40:28,RT Yang Penting Bagi Kami Ingin Terjadinya Perubahan Rezim Yang Lebih Baik Dari Yang Saat,,6,Positif,0.984587550163269
0,1092446541363769344,1092825253804306432,dompu_suherman,2019-02-05 16:40:18,RT Izinkan sy brcerita di bwh soal akr rumput ini abng gojek kakek penjual buku amp mb pelayan warung Semoga mmbantu menep,,265,Negatif,0.25189176201820374
0,1092802459196669957,1092824829948903424,Mbahmirtohsyon1,2019-02-05 16:38:37,RT Pangkalanbun sama dengan Sampit yg mayoritas masyarakatnya ingin,2019GantiPresiden ,1,Positif,0.9893617033958435
0,1092824427601965057,1092824666106880001,andamusasma,2019-02-05 16:37:58,RT Kena hantam sama RG telah banget DIPERMALUKAN yang ga ada isinya jangan diundang,,3,Positif,0.9023820161819458
0,1092391557422956545,1092824450137915392,Iphoel26617743,2019-02-05 16:37:07,RT Apakah Propaganda Rusia termasuk HOAX Setelah vote tolong di Retweet yah biar seru,2019JokowiMarufAmin ,313,Positif,0.9577326774597168
0,1092822870701436928,1092824291760996353,unclesomeshe,2019-02-05 16:36:29,RT Bupati Kotim Kader PDIP Korupsi Rugikan Negara Rp Triliun Bupati Kotawaringin Timur Kalimantan Tengah Supian Hadi dit,,12,Positif,0.9514967799186707
0,1092822870701436928,1092823590594998274,sonyAREKSby,2019-02-05 16:33:42,RT Bupati Kotim Kader PDIP Korupsi Rugikan Negara Rp Triliun Bupati Kotawaringin Timur Kalimantan Tengah Supian Hadi dit,,12,Positif,0.9514967799186707
0,1092391557422956545,1092823587537342464,andres_aditya,2019-02-05 16:33:41,RT Apakah Propaganda Rusia termasuk HOAX Setelah vote tolong di Retweet yah biar seru,2019JokowiMarufAmin ,313,Positif,0.9577326774597168
0,1092812923238375425,1092823353235099648,ElanGusma,2019-02-05 16:32:45,RT,,2,Positif,0.7787083983421326
0,1066533902552985600,1092823191825707008,omar_latief,2019-02-05 16:32:07,RT THREAD Khusus beberapa Video Jo Owi Dilarang Tertawa RT saja,2019GantiPresiden ,927,Netral,0.49349141120910645
0,1092697391554211840,1092823012133396480,zainalarifin_z,2019-02-05 16:31:24,RT Kami tetap ingin ganti presiden semua itu hoax,2019gantipresiden ,1,Positif,0.9894160628318787
0,1092733993869398016,1092821953725882368,AlfariRudi,2019-02-05 16:27:12,RT Yang Penting Bagi Kami Ingin Terjadinya Perubahan Rezim Yang Lebih Baik Dari Yang Saat,,6,Positif,0.984587550163269
0,1092816964077051906,1092821502653657088,hadi262,2019-02-05 16:25:24,RT Anak yg spectacular Ini baru generasi hebat Tau mana yg harus di ganti PR,2019GantiPresiden 2019PrabowoPresidenRI ,1,Netral,0.5613681674003601
0,1092446541363769344,1092821462715490304,Mukidi92,2019-02-05 16:25:15,RT Izinkan sy brcerita di bwh soal akr rumput ini abng gojek kakek penjual buku amp mb pelayan warung Semoga mmbantu menep,,265,Negatif,0.25189176201820374
0,1060086520370016256,1092821117176143872,abdulrtah,2019-02-05 16:23:52,RT Diantara gambar dibawah mana yang benar cara mengendarai motor Pak Jokowi Like Pak Anies Retweet,,1213,Negatif,0.0017491149483248591
0,1092391557422956545,1092820887496052737,Rudihartonos,2019-02-05 16:22:57,RT Apakah Propaganda Rusia termasuk HOAX Setelah vote tolong di Retweet yah biar seru,2019JokowiMarufAmin ,313,Positif,0.9577326774597168
0,1092802294842839048,1092820604493848576,edidoank79,2019-02-05 16:21:50,RT itu suatu teguran bahwa kita jangan memilih orang yg berada dalam kesesatan,2019GantiPresiden ,2,Positif,0.9926619529724121
